编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#当好奇号探测车登陆火星表面时，美国肯尼迪航天中心（28°30′N，80°42′W）的区时是	8月5日13时31分!@#None!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国肯尼迪航天中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月 5日 13时 31分!@#P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time!@#P NN NN VV NR NN LC PU NR PU NN PU NN PU DEG NN VC NN!@#17!@#17!@#4 8!@#15!@#!@#10 12!@#!@#( (IP (PP (P 当) (LCP (IP (NP (NN 好奇号) (NN 探测车)) (VP (VV 登陆) (NP (NR 火星) (NN 表面)))) (LC 时))) (PU ，) (NP (DNP (NP (NR 美国肯尼迪航天中心) (PRN (PU （) (QP (CD 28°30′N) (PU ，) (CD 80°42′W)) (PU ）))) (DEG 的)) (NP (NN 区时))) (VP (VC 是) (NP (NT 8月5日13时31分)))) )!@#!@#!@#!@#指示_0(美国肯尼迪航天中心（28°30′N，80°42′W）的区时,8月5日13时31分)!@#指示!@#0_16!@#8-17!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#时间状语!@#名词短语+动词短语!@#16!@#!@#
25-C!@#目前，改善我国能源现状的可行性措施是	积极拓宽石油进口渠道!@#None!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道!@#time PU VV NN NN NN DEC NN NN VC AD VV NN NN NN!@#NT PU VV NR NN NN DEC NN NN VC AD VV NN NN NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (ADVP (AD 积极)) (VP (VV 拓宽) (NP (NN 石油) (NN 进口) (NN 渠道))))))) )!@#对策_0(我国能源现状,改善,积极拓宽石油进口渠道)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#7!@#
25-D!@#目前，改善我国能源现状的可行性措施是	以新能源全面替代常规能源!@#None!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新 能源 全面 替代 常规 能源!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新 能源 全面 替代 常规 能源!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新能源 全面 替代 常规 能源!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新能源 全面 替代 常规 能源!@#time PU VV NN NN NN DEC NN NN VC P JJ NN AD VV JJ NN!@#NT PU VV NR NN NN DEC NN NN VC P JJ NN AD VV JJ NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (VP (PP (P 以) (NP (ADJP (JJ 新)) (NP (NN 能源)))) (ADVP (AD 全面)) (VP (VV 替代) (NP (ADJP (JJ 常规)) (NP (NN 能源))))))) )!@#对策_0(我国能源现状,改善,以新能源全面替代常规能源)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#7!@#
26-A!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水丰富，集中于夏季!@#y!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季!@#loc CC loc term term NN DEG VA DEC NN VC VV VA PU VV P time!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA PU VV P NN!@#16!@#16!@#0 2!@#3 4!@#!@#!@#!@#( (IP (IP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VP (VV 降水)) (VP (VA 丰富))))) (PU ，) (IP (VP (VV 集中) (PP (P 于) (NP (NT 夏季)))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,降水丰富，集中于夏季)!@#指示!@#0_10!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#10!@#!@#
26-A-0!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水丰富!@#ed-ori!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富!@#loc CC loc term term NN DEG VA DEC NN VC VV VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA!@#!@#!@#0 2!@#3 4!@#!@#!@#!@#( (IP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VP (VV 降水)) (VP (VA 丰富))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,降水丰富)!@#其他陈述!@#!@#11-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-A-1!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水集中于夏季!@#ed-mod!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季!@#loc CC loc term term NN DEG VA DEC NN VC VV VV P time!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VV P NN!@#14!@#14!@#0 2!@#3 4!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VV 降水) (IP (VP (VV 集中) (PP (P 于) (NP (NT 夏季)))))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,降水集中于夏季)!@#指示!@#0_10!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-B!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	气温低，蒸发微弱!@#y!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱!@#loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA PU NN VA!@#!@#!@#0 2!@#3 4!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 气温)) (VP (VA 低))) (PU ，) (IP (IP (VP (VV 蒸发))) (VP (VA 微弱)))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,气温低，蒸发微弱)!@#指示!@#0_10!@#0-15!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-B-0!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	气温低!@#ed-ori!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低!@#loc CC loc term term NN DEG VA DEC NN VC NN VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA!@#!@#!@#0 2!@#3 4!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 气温)) (VP (VA 低))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,气温低)!@#指示!@#0_10!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-B-1!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	蒸发微弱!@#ed-ori!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱!@#loc CC loc term term NN DEG VA DEC NN VC VV VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA!@#!@#!@#0 2!@#3 4 11!@#!@#!@#!@#( (IP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VSB (VV 蒸发) (VA 微弱))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,蒸发微弱)!@#指示!@#0_10!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-C!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	冰雪覆盖，有利于下渗!@#n!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗!@#loc CC loc term term NN DEG VA DEC NN VC NN VV PU VV VV!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VV PU VV VV!@#!@#!@#0 2!@#3 4 15!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 冰雪)) (VP (VV 覆盖))) (PU ，) (VP (VV 有利于) (IP (VP (VV 下渗))))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,冰雪覆盖，有利于下渗)!@#指示!@#0_10!@#0-15!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-D!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	地势低平，排水不畅!@#y!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅!@#loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV AD VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA PU VV AD VA!@#!@#!@#0 2!@#3 4 11!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 地势)) (VP (VA 低平))) (PU ，) (IP (IP (VP (VV 排水))) (VP (ADVP (AD 不)) (VP (VA 畅))))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,地势低平，排水不畅)!@#指示!@#0_10!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-D-0!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	地势低平!@#ed-ori!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平!@#loc CC loc term term NN DEG VA DEC NN VC NN VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN VA!@#!@#!@#0 2!@#3 4 11!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 地势)) (VP (VA 低平))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,地势低平)!@#指示!@#0_10!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
26-D-1!@#黑龙江省和西藏自治区沼泽湿地成因的相似之处是	排水不畅!@#ed-ori!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅!@#黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅!@#黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅!@#loc CC loc term term NN DEG VA DEC NN VC NN AD VA!@#NR CC NR NN NN NN DEG VA DEC NN VC NN AD VA!@#!@#!@#0 2!@#3 4!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 排水)) (VP (ADVP (AD 不)) (VP (VA 畅)))))) )!@#!@#!@#!@#指示_0(黑龙江省和西藏自治区沼泽湿地成因的相似之处,排水不畅)!@#指示!@#0_10!@#0-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
27-A!@#下列关于两地湿地变化的原因和影响的叙述，不正确的是	黑龙江湿地大幅减少，主要是由于农业基地的开发!@#n!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发!@#JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc AD VV PU AD VC P NN NN DEG NN!@#JJ P CD NN NN NN DEG NN CC NN DEG NN PU AD VA DEC VC NR AD VV PU AD VC P NN NN DEG NN!@#!@#!@#17!@#4!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (NR 黑龙江湿地)) (VP (VP (ADVP (AD 大幅)) (VP (VV 减少))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 由于) (NP (DNP (NP (NN 农业) (NN 基地)) (DEG 的)) (NP (NN 开发)))))))))) )!@#!@#!@#!@#因素关联_0(农业基地的开发, 黑龙江湿地大幅减少)!@#因素关联!@#0_23!@#17-27!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#null!@#16!@#0-1 10-16 21!@#2-9
27-B!@#下列关于两地湿地变化的原因和影响的叙述，不正确的是	湿地减少加剧了黑龙江的洪涝灾害!@#None!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害!@#JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC term NN VV AS loc DEG term NN!@#JJ P CD NN NN NN DEG NN CC NN DEG NN PU AD VA DEC VC NN NN VV AS NR DEG NN NN!@#!@#!@#21!@#4 17 23!@#21!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (NN 湿地) (NN 减少)) (VP (VV 加剧) (AS 了) (NP (DNP (NP (NR 黑龙江)) (DEG 的)) (NP (NN 洪涝) (NN 灾害))))))) )!@#!@#!@#!@#影响_0(湿地减少,黑龙江的洪涝灾害,#,加剧)!@#影响!@#0_19!@#17-24!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 10-16!@#2-9
27-C!@#下列关于两地湿地变化的原因和影响的叙述，不正确的是	西藏湿地面积增大与全球变暖有关!@#None!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏湿地 面积 增大 与 全球 变暖 有关!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关!@#JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc NN VV CC NN VV VV!@#JJ P CD NN NN NN DEG NN CC NN DEG NN PU AD VA DEC VC NR NN VV CC NN VV VV!@#!@#!@#17!@#4 21-22!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NR 西藏湿地) (NN 面积)) (VP (VV 增大))) (CC 与) (IP (NP (NN 全球)) (VP (VP (VV 变暖)) (VP (VV 有关))))))) )!@#!@#!@#!@#其他陈述_0(西藏湿地面积增大与全球变暖有关)!@#其他陈述!@#!@#17-23!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 10-16!@#2-9
27-D!@#下列关于两地湿地变化的原因和影响的叙述，不正确的是	旅游资源的开发是西藏湿地增加的主要原因之一!@#None!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏湿地 增加 的 主要 原因 之一!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一!@#下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一!@#JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC NN NN DEG NN VC loc VV DEC JJ NN NN!@#JJ P CD NN NN NN DEG NN CC NN DEG NN PU AD VA DEC VC NN NN DEG NN VC NR VV DEC JJ NN NN!@#!@#!@#22!@#4!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (DNP (NP (NN 旅游) (NN 资源)) (DEG 的)) (NP (NN 开发))) (VP (VC 是) (NP (CP (IP (NP (NR 西藏湿地)) (VP (VV 增加))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因) (NN 之一))))))) )!@#!@#!@#!@#因素关联_0(旅游资源的开发, 西藏湿地增加)!@#因素关联!@#0_23-26!@#17-27!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 10-16!@#2-9
28-①!@#武清区发展的区位优势有	地理位置优越!@#None!@#武清区 发展 的 区位 优势 有 地理 位置 优越!@#武清区 发展 的 区位 优势 有 地理 位置 优越!@#武清区 发展 的 区位 优势 有 地理 位置 优越!@#武清区 发展 的 区位 优势 有 地理 位置 优越!@#loc VV DEC NN NN VE NN NN VA!@#NR VV DEC NN NN VE NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (IP (NP (NN 地理) (NN 位置)) (VP (VA 优越))))) )!@#!@#!@#!@#其他陈述_0(武清区发展的区位优势, 有, 地理位置优越)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#5!@#!@#
28-②!@#武清区发展的区位优势有	交通优势明显!@#None!@#武清区 发展 的 区位 优势 有 交通 优势 明显!@#武清区 发展 的 区位 优势 有 交通 优势 明显!@#武清区 发展 的 区位 优势 有 交通 优势 明显!@#武清区 发展 的 区位 优势 有 交通 优势 明显!@#loc VV DEC NN NN VE NN NN VA!@#NR VV DEC NN NN VE NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#( (IP (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (NP (NN 交通)))) (NP (NN 优势)) (VP (VA 明显))) )!@#!@#!@#!@#其他陈述_0(武清区发展的区位优势, 有, 交通优势明显)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
