编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#下列关于A、B两地大气状况的叙述，正确的是	气压：A地低于B地!@#None!@#下列 关于 A、B两地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两 地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两 地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#JJ P loc NN NN DEG NN PU VA DEC VC term PU loc VV loc!@#JJ P NN NN NN DEG NN PU VA DEC VC NN NT NN VV NN!@#!@#!@#2 13 15!@#11!@#!@#!@#!@#( (IP (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NR A、B两地) (NN 大气)) (NP (NN 状况)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 气压)))) (PU ：) (NP (NR A地)) (VP (VV 低于) (NP (NR B地)))) )!@#!@#!@#!@#比较_0(A地,气压,B地,气压,低)!@#比较!@#0_14!@#11-15!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#自定义类别!@#自定义类别!@#!@#0-1 5-10!@#2-4
21-D!@#图中①②③功能区最合理的布局是	①－商业区、②－工业区、③－住宅区!@#None!@#图 中 ① ② ③ 功能区 最 合理 的 布局 是 ① － 商业区 、 ② － 工业区 、 ③ － 住宅区!@#图 中 ① ② ③ 功能区 最 合理 的 布局 是 ① － 商业区 、 ② － 工业区 、 ③ － 住宅区!@#图 中 ① ② ③ 功能区 最 合理 的 布局 是 ① － 商业区 、 ② － 工业区 、 ③ － 住宅区!@#图 中 ① ② ③ 功能区 最 合理 的 布局 是 ① － 商业区 、 ② － 工业区 、 ③ － 住宅区!@#NN LC NN NN NN NN AD VA DEC NN VC NN PU NN PU NN PU NN PU NN PU NN!@#NN LC NN NN NN NN AD VA DEC NN VC NN PU NN PU NN PU NN PU NN PU NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN 功能区))) (VP (ADVP (AD 最)) (VP (VA 合理)))) (DEC 的)) (NP (NN 布局))) (VP (VC 是) (NP (NN ①) (PU －) (NN 商业区) (PU 、) (NN ②) (PU －) (NN 工业区) (PU 、) (NN ③) (PU －) (NN 住宅区)))) )!@#!@#!@#!@#指示_0(①,商业区)指示_1(②,工业区)指示_2(③,住宅区)!@#指示!@#0_12 1_16 2_20!@#11-21!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#0-1 6-10!@#2-5
22-①!@#下图所示做法有利于减轻城市内涝的有	洼地上建停车场!@#None!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 洼地 上 建 停车场!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 洼地 上 建 停车场!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 洼地 上建 停车场!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 洼地 上 建 停车场!@#NN VV NN VV VV NN NN DEG VE NN LC VV NN!@#NN VV NN VV VV NN NN DEG VE NN LC VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 下图)) (VP (VV 所示)))) (NP (NN 做法))) (VP (VV 有利于) (IP (VP (VP (VV 减轻) (NP (DNP (NP (NN 城市) (NN 内涝)) (DEG 的)))) (VP (VE 有) (LCP (NP (NN 洼地)) (LC 上)) (IP (VP (VV 建) (NP (NN 停车场))))))))) )!@#影响_0(洼地上建停车场,减轻城市内涝,有利,#)!@#影响!@#0_3!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#null!@#名词短语+动词短语!@#8!@#!@#
22-②!@#下图所示做法有利于减轻城市内涝的有	打开道路与绿地间的通道!@#None!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 打开 道路 与 绿地 间 的 通道!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 打开 道路 与 绿地 间 的 通道!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 打开 道路 与 绿地 间 的 通道!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 打开 道路 与 绿地 间 的 通道!@#NN VV NN VV VV NN NN DEG VE VV NN CC NN LC DEG NN!@#NN VV NN VV VV NN NN DEG VE VV NN CC NN LC DEG NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 下图)) (VP (VV 所示)))) (NP (NN 做法))) (VP (VV 有利于) (IP (VP (VV 减轻) (NP (NP (DNP (NP (NN 城市) (NN 内涝)) (DEG 的)) (IP (VP (VP (VE 有)) (VP (VV 打开)))) (NP (NN 道路))) (CC 与) (NP (DNP (LCP (NP (NN 绿地)) (LC 间)) (DEG 的)) (NP (NN 通道)))))))) )!@#影响_0(打开道路与绿地间的通道,减轻城市内涝,有利,#)!@#影响!@#0_3!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
22-③!@#下图所示做法有利于减轻城市内涝的有	设计露天排洪沟!@#None!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 设计 露天 排洪沟!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 设计 露天 排洪沟!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 设计 露天 排洪沟!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 设计 露天 排洪沟!@#NN VV NN VV VV NN NN DEG VE VV NN NN!@#NN VV NN VV VV NN NN DEG VE VV NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 下图)) (VP (VV 所示)))) (NP (NN 做法))) (VP (VV 有利于) (IP (VP (VV 减轻) (NP (DNP (NP (NN 城市) (NN 内涝)) (DEG 的)) (CP (IP (VP (VP (VE 有)) (VP (VV 设计) (NP (NN 露天)))))) (NP (NN 排洪沟))))))) )!@#影响_0(设计露天排洪沟,减轻城市内涝,有利,#)!@#影响!@#0_3!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
22-④!@#下图所示做法有利于减轻城市内涝的有	使用石子、网格植草砖铺地!@#None!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 使用 石子 、 网格 植草砖 铺地!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 使用 石子 、 网格 植草砖 铺地!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 使用 石子 、 网格 植草砖 铺地!@#下图 所示 做法 有利于 减轻 城市 内涝 的 有 使用 石子 、 网格 植草砖 铺地!@#NN VV NN VV VV NN NN DEG VE VV NN PU NN NN VV!@#NN VV NN VV VV NN NN DEG VE VV NN PU NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 下图)) (VP (VV 所示)))) (NP (NN 做法))) (VP (VV 有利于) (IP (CP (IP (VP (VV 减轻) (NP (NN 城市) (NN 内涝)))) (DEG 的)) (IP (IP (VP (VP (VE 有)) (VP (VV 使用) (NP (NN 石子))))) (PU 、) (IP (NP (NN 网格) (NN 植草砖)) (VP (VV 铺地))))))) )!@#影响_0(使用石子、网格植草砖铺地,减轻城市内涝,有利,#)!@#影响!@#0_3!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
23-A!@#该市市区跨区（县）人口迁移的主要原因不可能是	中心城区的旧城改造!@#None!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 中心 城区 的 旧城 改造!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 中心 城区 的 旧城 改造!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 中心城区 的 旧城 改造!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 中心 城区 的 旧城 改造!@#NN NN NN PU NN PU NN NN DEC JJ NN AD VV VC NN NN DEG NN NN!@#NN NN NN PU NN PU NN NN DEC JJ NN AD AD VC NN NN DEG NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (NN 该市)) (CP (IP (NP (NN 市区)) (VP (NP (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口) (NN 迁移)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (ADVP (AD 不)) (VP (VV 可能) (VP (VC 是) (NP (DNP (NP (NN 中心) (NN 城区)) (DEG 的)) (NP (NN 旧城) (NN 改造))))))) )!@#原因_0(该市市区跨区（县）人口迁移,中心城区的旧城改造)!@#原因!@#0_8-10-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#11-13!@#9!@#11-12
23-B!@#该市市区跨区（县）人口迁移的主要原因不可能是	郊区经济的持续增长!@#None!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 郊区 经济 的 持续 增长!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 郊区 经济 的 持续 增长!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 郊区 经济 的 持续 增长!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 郊区 经济 的 持续 增长!@#NN NN NN PU NN PU NN NN DEC JJ NN AD VV VC NN NN DEG JJ NN!@#NN NN NN PU NN PU NN NN DEC JJ NN AD AD VC NN NN DEG JJ NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (NN 该市)) (CP (IP (NP (NN 市区)) (VP (NP (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口) (NN 迁移)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (ADVP (AD 不)) (VP (VV 可能) (VP (VC 是) (NP (DNP (NP (NN 郊区) (NN 经济)) (DEG 的)) (ADJP (JJ 持续)) (NP (NN 增长))))))) )!@#原因_0(该市市区跨区（县）人口迁移,郊区经济的持续增长)!@#原因!@#0_8-10-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#9!@#11-12
23-C!@#该市市区跨区（县）人口迁移的主要原因不可能是	寻求更多的就业机会!@#None!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 寻求 更 多 的 就业 机会!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 寻求 更 多 的 就业 机会!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 寻求 更 多 的 就业 机会!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 寻求 更 多 的 就业 机会!@#NN NN NN PU NN PU NN NN DEC JJ NN AD VV VC VV AD VA DEC NN NN!@#NN NN NN PU NN PU NN NN DEC JJ NN AD AD VC VV AD VA DEC NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 该市)) (NP (NN 市区)) (VP (NP (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口) (NN 迁移)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (ADVP (AD 不)) (VP (VV 可能) (VP (VC 是) (VP (VV 寻求) (NP (CP (IP (VP (ADVP (AD 更)) (VP (VA 多)))) (DEC 的)) (NP (NN 就业) (NN 机会)))))))) )!@#原因_0(该市市区跨区（县）人口迁移,寻求更多的就业机会)!@#原因!@#0_8-10-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#9!@#11-12
23-D!@#该市市区跨区（县）人口迁移的主要原因不可能是	轨道交通的快速发展!@#None!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 轨道 交通 的 快速 发展!@#该市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 轨道 交通 的 快速 发展!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 轨道 交通 的 快速 发展!@#该 市 市区 跨区 （ 县 ） 人口 迁移 的 主要 原因 不 可能 是 轨道 交通 的 快速 发展!@#NN NN NN PU NN PU NN NN DEC JJ NN AD VV VC NN NN DEG JJ NN!@#NN NN NN PU NN PU NN NN DEC JJ NN AD AD VC NN NN DEG JJ NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (NN 该市)) (CP (IP (NP (NN 市区)) (VP (NP (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口) (NN 迁移)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (ADVP (AD 不)) (VP (VV 可能) (VP (VC 是) (NP (DNP (NP (NN 轨道) (NN 交通)) (DEG 的)) (ADJP (JJ 快速)) (NP (NN 发展))))))) )!@#原因_0(该市市区跨区（县）人口迁移,轨道交通的快速发展)!@#原因!@#0_8-10-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#9!@#11-12
24-A!@#该市市内跨区（县）人口迁移可能使	全市总人口减少!@#None!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 全市 总人口 减少!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 全市 总人口 减少!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 全市 总人口 减少!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 全市 总人口 减少!@#NN NN NN PU NN PU NN NN VV VV NN NN VV!@#NN NN NN PU NN PU NN NN AD VV NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NN 该市) (NN 市内) (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口) (NN 迁移)) (VP (VV 可能) (VP (VV 使) (NP (NN 全市) (NN 总人口)) (IP (VP (VV 减少)))))) )!@#后果_0(该市市内跨区（县）人口迁移,全市总人口减少)!@#后果!@#0_9!@#变化_0(全市总人口,#,减少)!@#变化!@#0_12!@#10-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#8-9!@#8!@#
24-B!@#该市市内跨区（县）人口迁移可能使	近郊区人口密度减小!@#None!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 近郊区 人口 密度 减小!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 近郊区 人口 密度 减小!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 近郊区 人口 密度 减小!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 近郊区 人口 密度 减小!@#NN NN NN PU NN PU NN NN VV VV NN NN AD VV!@#NN NN NN PU NN PU NN NN AD VV NN NN AD VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (NN 该市) (NP (NN 市内) (NN 跨区)) (PRN (PU （) (NP (NN 县)) (PU ）))) (NP (NN 人口) (NN 迁移))) (VP (VV 可能) (VP (VV 使) (NP (NN 近郊区) (NN 人口)) (IP (VP (ADVP (AD 密度)) (VP (VV 减小))))))) )!@#后果_0(该市市内跨区（县）人口迁移,近郊区人口密度减小)!@#后果!@#0_9!@#变化_0(近郊区人口密度,#,减小)!@#变化!@#0_13!@#10-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#8!@#
24-C!@#该市市内跨区（县）人口迁移可能使	远郊区人口密度增大!@#None!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 远郊区 人口 密度 增大!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 远郊区 人口 密度 增大!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 远郊区 人口 密度 增大!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 远郊区 人口 密度 增大!@#NN NN NN PU NN PU NN NN VV VV NN NN NN VV!@#NN NN NN PU NN PU NN NN AD VV NN NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (NN 该市)) (NP (NN 市内) (NN 跨区) (PU （) (NN 县) (PU ）) (NN 人口)) (NP (NN 迁移))) (VP (VV 可能) (VP (VV 使) (NP (NN 远郊区)) (IP (NP (NN 人口) (NN 密度)) (VP (VV 增大)))))) )!@#后果_0(该市市内跨区（县）人口迁移,远郊区人口密度增大)!@#后果!@#0_9!@#变化_0(远郊区人口密度,#,增大)!@#变化!@#0_13!@#10-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#8!@#
24-D!@#该市市内跨区（县）人口迁移可能使	城边缘区人口分布不均衡!@#None!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 城 边缘 区 人口 分布 不 均衡!@#该市 市内 跨区 （ 县 ） 人口 迁移 可能 使 城 边缘 区 人口 分布 不 均衡!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 城边缘区 人口 分布 不 均衡!@#该 市 市内 跨区 （ 县 ） 人口 迁移 可能 使 城边缘区 人口 分布 不 均衡!@#NN NN NN PU NN PU NN NN VV VV NN NN NN NN NN AD VA!@#NN NN NN PU NN PU NN NN AD VV NN NN NN NN VV AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#后果_0(该市市内跨区（县）人口迁移,城边缘区人口分布不均衡)!@#后果!@#0_9!@#分布_0(城边缘区人口,不均衡)!@#分布!@#0_14!@#10-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#8!@#
25-A!@#读下图，回答下题。图示区域中有全国唯一的国家新媒体产业基地，其布局的主导区位优势是	邻近消费市场!@#None!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 邻近 消费 市场!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 邻近 消费 市场!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 邻近 消费 市场!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 邻近 消费 市场!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC VV NN NN!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC VV NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (VP (VV 读) (NP (NN 下图))) (PU ，) (VP (VV 回答) (NP (NN 下题))))) (PU 。) (IP (IP (VP (VV 图示))) (LCP (NP (NN 区域)) (LC 中)) (VP (VE 有) (NP (DNP (ADJP (NP (NN 全国)) (ADJP (JJ 唯一))) (DEG 的)) (NP (NP (NN 国家)) (ADJP (JJ 新)) (NP (NN 媒体))) (NP (NN 产业) (NN 基地))))) (PU ，) (IP (NP (NP (DNP (NP (NP (PN 其)) (NP (NN 布局))) (DEG 的)) (NP (NN 主导))) (NP (NN 区位) (NN 优势))) (VP (VC 是) (NP (CP (IP (VV 邻近))) (NP (NN 消费) (NN 市场)))))) )!@#其他关联_0(全国唯一的国家新媒体产业基地,主导区位优势,邻近消费市场)!@#其他关联!@#!@#其他陈述_0(邻近消费市场)!@#其他陈述!@#!@#26-28!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#陈述句!@#名词短语+动词短语!@#9!@#0-9!@#
25-B!@#读下图，回答下题。图示区域中有全国唯一的国家新媒体产业基地，其布局的主导区位优势是	水陆交通便利!@#None!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 水陆 交通 便利!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 水陆 交通 便利!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 水陆 交通 便利!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 水陆 交通 便利!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (VP (VV 读) (NP (NN 下图))) (PU ，) (VP (VV 回答) (NP (NN 下题))))) (PU 。) (IP (IP (VP (VV 图示))) (LCP (NP (NN 区域)) (LC 中)) (VP (VE 有) (NP (DNP (ADJP (NP (NN 全国)) (ADJP (JJ 唯一))) (DEG 的)) (NP (NP (NN 国家)) (ADJP (JJ 新)) (NP (NN 媒体))) (NP (NN 产业) (NN 基地))))) (PU ，) (IP (NP (NP (DNP (NP (NP (PN 其)) (NP (NN 布局))) (DEG 的)) (NP (NN 主导))) (NP (NN 区位) (NN 优势))) (VP (VC 是) (IP (NP (NN 水陆) (NN 交通)) (VP (VA 便利)))))) )!@#其他关联_0(全国唯一的国家新媒体产业基地,主导区位优势,水陆交通便利)!@#其他关联!@#!@#其他陈述_0(水陆交通便利)!@#其他陈述!@#!@#26-28!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-9!@#
25-C!@#读下图，回答下题。图示区域中有全国唯一的国家新媒体产业基地，其布局的主导区位优势是	工业基础雄厚!@#None!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 工业 基础 雄厚!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 工业 基础 雄厚!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 工业 基础 雄厚!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 工业 基础 雄厚!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (VP (VV 读) (NP (NN 下图))) (PU ，) (VP (VV 回答) (NP (NN 下题))))) (PU 。) (IP (IP (VP (VV 图示))) (LCP (NP (NN 区域)) (LC 中)) (VP (VE 有) (NP (DNP (ADJP (NP (NN 全国)) (ADJP (JJ 唯一))) (DEG 的)) (NP (NP (NN 国家)) (ADJP (JJ 新)) (NP (NN 媒体))) (NP (NN 产业) (NN 基地))))) (PU ，) (IP (NP (DNP (NP (NP (PN 其)) (NP (NN 布局))) (DEG 的)) (NP (NN 主导) (NN 区位) (NN 优势))) (VP (VC 是) (IP (NP (NN 工业) (NN 基础)) (VP (VA 雄厚)))))) )!@#其他关联_0(全国唯一的国家新媒体产业基地,主导区位优势,工业基础雄厚)!@#其他关联!@#!@#其他陈述_0(工业基础雄厚)!@#其他陈述!@#!@#26-28!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-9!@#
25-D!@#读下图，回答下题。图示区域中有全国唯一的国家新媒体产业基地，其布局的主导区位优势是	技术人才密集!@#None!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 技术 人才 密集!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 技术 人才 密集!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 技术 人才 密集!@#读 下图 ， 回答 下题 。 图示 区域 中 有 全国 唯一 的 国家 新 媒体 产业 基地 ， 其 布局 的 主导 区位 优势 是 技术 人才 密集!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#VV NN PU VV NN PU VV NN LC VE NN JJ DEG NN JJ NN NN NN PU PN NN DEG NN NN NN VC NN NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (VP (VV 读) (NP (NN 下图))) (PU ，) (VP (VV 回答) (NP (NN 下题))))) (PU 。) (IP (IP (VP (VV 图示))) (LCP (NP (NN 区域)) (LC 中)) (VP (VE 有) (NP (DNP (ADJP (NP (NN 全国)) (ADJP (JJ 唯一))) (DEG 的)) (NP (NP (NN 国家)) (ADJP (JJ 新)) (NP (NN 媒体))) (NP (NN 产业) (NN 基地))))) (PU ，) (IP (NP (NP (DNP (NP (NP (PN 其)) (NP (NN 布局))) (DEG 的)) (NP (NN 主导))) (NP (NN 区位) (NN 优势))) (VP (VC 是) (IP (NP (NN 技术) (NN 人才)) (VP (VA 密集)))))) )!@#其他关联_0(全国唯一的国家新媒体产业基地,主导区位优势,技术人才密集)!@#其他关联!@#!@#其他陈述_0(技术人才密集)!@#其他陈述!@#!@#26-28!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-9!@#
